silo,page,url,parent,priority,status,geo_policy,notes
Психиатрия,Расстройства сна,/uslugi/psihiatriya/rasstrojstva-sna/,/uslugi/psihiatriya/,P1,Сделать/перенести,Нет,
Психиатрия,Бессонница,/uslugi/psihiatriya/rasstrojstva-sna/bessonnica/,/uslugi/psihiatriya/rasstrojstva-sna/,P0,Сделать/перенести,Нет,
Психиатрия,Нарколепсия,/uslugi/psihiatriya/rasstrojstva-sna/narkolepsiya/,/uslugi/psihiatriya/rasstrojstva-sna/,P2,Сделать/перенести,Нет,
Психиатрия,Лунатизм,/uslugi/psihiatriya/rasstrojstva-sna/lunatizm/,/uslugi/psihiatriya/rasstrojstva-sna/,P2,Сделать/перенести,Нет,
Психотерапия и психология,Психотерапия и психология,/uslugi/psihoterapiya-i-psihologiya/,/uslugi/,P1,Сделать/перенести,Нет,
Психотерапия и психология,Консультация психотерапевта,/uslugi/psihoterapiya-i-psihologiya/psihoterapevt/,/uslugi/psihoterapiya-i-psihologiya/,P0,Сделать/перенести,Нет,
Психотерапия и психология,Индивидуальная психотерапия,/uslugi/psihoterapiya-i-psihologiya/individualnaya/,/uslugi/psihoterapiya-i-psihologiya/,P1,Сделать/перенести,Нет,
Психотерапия и психология,Семейная психотерапия,/uslugi/psihoterapiya-i-psihologiya/semejnaya/,/uslugi/psihoterapiya-i-psihologiya/,P1,Сделать/перенести,Нет,
Психотерапия и психология,Консультация психолога,/uslugi/psihoterapiya-i-psihologiya/psiholog/,/uslugi/psihoterapiya-i-psihologiya/,P0,Сделать/перенести,Нет,
Психотерапия и психология,Семейный психолог,/uslugi/psihoterapiya-i-psihologiya/semejnyj-psiholog/,/uslugi/psihoterapiya-i-psihologiya/,P1,Сделать/перенести,Нет,
Помощь родственникам,Помощь родственникам зависимого,/uslugi/pomoshch-rodstvennikam/,/uslugi/,P0,Сделать/перенести,Нет,
Помощь родственникам,Мотивация на лечение / интервенция,/uslugi/pomoshch-rodstvennikam/motivaciya-na-lechenie/,/uslugi/pomoshch-rodstvennikam/,P0,Сделать/перенести,Нет,
Помощь родственникам,Помощь при созависимости,/uslugi/pomoshch-rodstvennikam/sozavisimost/,/uslugi/pomoshch-rodstvennikam/,P0,Сделать/перенести,Нет,
Помощь родственникам,Консультация родственника без пациента,/uslugi/pomoshch-rodstvennikam/konsultaciya-bez-pacienta/,/uslugi/pomoshch-rodstvennikam/,P1,Сделать/перенести,Нет,
Помощь родственникам,Бесплатная группа для созависимых,/uslugi/pomoshch-rodstvennikam/gruppa-sozavisimyh/,/uslugi/pomoshch-rodstvennikam/,P1,Сделать/перенести,Нет,
Диагностика,Диагностика,/uslugi/diagnostika/,/uslugi/,P1,Сделать/перенести,Нет,
Диагностика,Анализы на наркотики,/uslugi/diagnostika/analizy-na-narkotiki/,/uslugi/diagnostika/,P0,Сделать/перенести,Нет,
Восстановительная терапия,Восстановительная терапия,/uslugi/vosstanovitelnaya-terapiya/,/uslugi/,P2,После подтверждения оборудования/лицензии,Нет,
Восстановительная терапия,ВЛОК,/uslugi/vosstanovitelnaya-terapiya/vlok/,/uslugi/vosstanovitelnaya-terapiya/,P2,После подтверждения оборудования/лицензии,Нет,
Восстановительная терапия,Плазмаферез,/uslugi/vosstanovitelnaya-terapiya/plazmaferez/,/uslugi/vosstanovitelnaya-terapiya/,P2,После подтверждения оборудования/лицензии,Нет,
Восстановительная терапия,Барокамера / ГБО,/uslugi/vosstanovitelnaya-terapiya/barokamera/,/uslugi/vosstanovitelnaya-terapiya/,P2,После подтверждения оборудования/лицензии,Нет,
Восстановительная терапия,Озонотерапия,/uslugi/vosstanovitelnaya-terapiya/ozonoterapiya/,/uslugi/vosstanovitelnaya-terapiya/,P2,После подтверждения оборудования/лицензии,Нет,
Восстановительная терапия,Электросон,/uslugi/vosstanovitelnaya-terapiya/elektroson/,/uslugi/vosstanovitelnaya-terapiya/,P2,После подтверждения оборудования/лицензии,Нет,
Восстановительная терапия,Иглорефлексотерапия,/uslugi/vosstanovitelnaya-terapiya/iglorefleksoterapiya/,/uslugi/vosstanovitelnaya-terapiya/,P2,После подтверждения оборудования/лицензии,Нет,
Trust / выбор,Как проверить наркологическую клинику,/o-klinike/kak-proverit-kliniku/,/,P0,Сделать/перенести,Нет,"Это не «статья ради НЧ», а страница выбора/доверия; отдельный URL оставлять только если семантика и SERP подтверждают самостоятельную задачу."
Trust / выбор,Лицензия и документы,/o-klinike/licenziya-i-dokumenty/,/,P0,Сделать/перенести,Нет,"Это не «статья ради НЧ», а страница выбора/доверия; отдельный URL оставлять только если семантика и SERP подтверждают самостоятельную задачу."
Trust / выбор,Специалисты,/vrachi/,/,P0,Сделать/перенести,Нет,"Это не «статья ради НЧ», а страница выбора/доверия; отдельный URL оставлять только если семантика и SERP подтверждают самостоятельную задачу."
Trust / выбор,Цены и что входит в стоимость,/ceny/,/,P0,Сделать/перенести,Нет,"Это не «статья ради НЧ», а страница выбора/доверия; отдельный URL оставлять только если семантика и SERP подтверждают самостоятельную задачу."
Trust / выбор,Что делать после вывода из запоя,/pomoshch/posle-vyvoda-iz-zapoya/,/,P1,Сделать/перенести,Нет,"Это не «статья ради НЧ», а страница выбора/доверия; отдельный URL оставлять только если семантика и SERP подтверждают самостоятельную задачу."
Trust / выбор,Повторный запой,/pomoshch/povtornyj-zapoj/,/,P1,Сделать/перенести,Нет,"Это не «статья ради НЧ», а страница выбора/доверия; отдельный URL оставлять только если семантика и SERP подтверждают самостоятельную задачу."
Trust / выбор,Срыв после кодирования,/pomoshch/sryv-posle-kodirovaniya/,/,P1,Сделать/перенести,Нет,"Это не «статья ради НЧ», а страница выбора/доверия; отдельный URL оставлять только если семантика и SERP подтверждают самостоятельную задачу."
Trust / выбор,Если близкий не хочет лечиться,/pomoshch/esli-ne-hochet-lechitsya/,/,P0,Сделать/перенести,Нет,"Это не «статья ради НЧ», а страница выбора/доверия; отдельный URL оставлять только если семантика и SERP подтверждают самостоятельную задачу."
Trust / выбор,Дом или стационар,/pomoshch/dom-ili-stacionar/,/,P1,Сделать/перенести,Нет,"Это не «статья ради НЧ», а страница выбора/доверия; отдельный URL оставлять только если семантика и SERP подтверждают самостоятельную задачу."
Trust / выбор,Кто приезжает на вызов,/pomoshch/kto-priezzhaet-na-vyzov/,/,P0,Сделать/перенести,Нет,"Это не «статья ради НЧ», а страница выбора/доверия; отдельный URL оставлять только если семантика и SERP подтверждают самостоятельную задачу."
Trust / выбор,Наркологический учёт / диспансерное наблюдение,/pomoshch/dispanzernoe-nablyudenie/,/,P1,Сделать/перенести,Нет,"Это не «статья ради НЧ», а страница выбора/доверия; отдельный URL оставлять только если семантика и SERP подтверждают самостоятельную задачу."
